,WORD,TITLE,CONTENT,LINK,DATE
96,AUSTRALIA SOLAR FARM,Rio Tinto Inks Power Deal With European Energy for Giant Australia Solar Farm,The Anglo-Australian miner which is seeking to halve its global Scope 1 and 2 carbon emissions this decade said it has signed a power purchase agreement with...,https://www.wsj.com/finance/rio-tinto-inks-power-deal-with-european-energy-for-giant-australia-solar-farm-aee1395d,Jan 23 2024
97,AUSTRALIA SOLAR FARM,Market analyst calls for change as solar farm development slows,A slowdown in large-scale solar farm development has not been enough to derail near record annual growth in Australia's solar market with data from SunWiz...,https://www.pv-magazine-australia.com/2024/01/31/market-analyst-calls-for-change-as-solar-farm-development-slows/,Jan 31 2024
98,AUSTRALIA SOLAR FARM,Rio to Tap Giant Australia Solar Project to Power Aluminum,Rio Tinto Group which aims to halve its direct emissions by 2030 agreed an electricity supply pact with one of Australia's largest solar projects to power...,https://www.bloomberg.com/news/articles/2024-01-23/rio-tinto-to-tap-giant-australia-solar-project-to-power-aluminum,Jan 23 2024
99,AUSTRALIA SOLAR FARM,DNV provides technical advisory expertise to Beijing Energy International Australia for five solar farms,Independent energy expert and assurance provider DNV has acted as technical advisor for Beijing Energy International (BJEI) Australia for their recent...,https://www.renewableenergymagazine.com/pv_solar/dnv-provides-technical-advisory-expertise-to-beijing-20240202,Feb 2 2024
100,AUSTRALIA SOLAR FARM,Rooftop solar's success results in 'struggling' large-scale segment in Australia,As rooftop solar racks up records in Australia price cannibalization has resulted in a “struggling” large-scale market segment. Bruce Mountain head of the...,https://www.pv-magazine-india.com/2024/02/16/rooftop-solars-success-results-in-struggling-large-scale-segment-in-australia/,1 month ago
101,AUSTRALIA SOLAR FARM,Trinasolar signs agreement to sell 260 MWp Glenellen Solar Farm,Trinasolar has announced the sale of 100% of the assets of its 200 MWac (260 MWp) Glenellen solar farm to Australia's Global Power Generation (GPG).,https://www.pv-tech.org/industry-updates/trinasolar-signs-agreement-to-sell-260-mwp-glenellen-solar-farm/,1 month ago
102,AUSTRALIA SOLAR FARM,Australia startup offers all-in-one O&M tech to save solar farms millions,A Queensland tech start-up says it has developed an AI-based all-in-one solar farm operation and maintenance system that promises to boost the reliability...,https://www.pv-magazine.com/2024/03/12/australia-startup-offers-all-in-one-om-tech-to-save-solar-farms-millions/,4 weeks ago
103,AUSTRALIA SOLAR FARM,Genesis FRV Australia press go on New Zealand solar farm,Early works have commenced on the largest solar farm to reach financial close in New Zealand with Genesis Energy and renewables partner FRV Australia...,https://www.pv-magazine-australia.com/2024/01/15/genesis-frv-australia-press-go-on-new-zealand-solar-farm/,Jan 15 2024
104,AUSTRALIA SOLAR FARM,Rio Tinto signs long-term PPA for 1.1 GW Australian solar plant,Resources giant Rio Tinto has signed Australia's largest corporate power purchase agreement (PPA) to date. It has agreed to buy 100% of the output from...,https://www.pv-magazine.com/2024/01/24/rio-tinto-signs-long-term-ppa-for-1-1-gw-australian-solar-plant/,Jan 24 2024
105,AUSTRALIA SOLAR FARM,Rio Tinto signs PPA for 1.1GW proposed Australian solar project,Rio Tinto has signed a power purchase agreement (PPA) with European Energy to buy all of the power at the latter's Upper Calliope solar farm.,https://www.pv-tech.org/rio-tinto-signs-ppa-for-1-1gw-proposed-australian-solar-project/,Jan 24 2024
106,AUSTRALIA SOLAR FARM,Neoen secures AU$1.1 billion for 1.5GW of Australian renewables,French IPP Neoen has completed debt financing for a 1.5GW portfolio of solar wind and battery energy storage assets in Australia.,https://www.pv-tech.org/neoen-secures-au1-1-billion-for-1-5gw-of-australian-renewables/,1 month ago
107,AUSTRALIA SOLAR FARM,Australian energy modeler installs power-management tech at defense sites,Proa an energy forecasting company is rolling out its technology at solar farms at two national defense facilities in northern Australia with positive...,https://www.pv-magazine.com/2024/02/09/australias-proa-installs-power-management-tech-at-defense-facilities/,Feb 9 2024
108,AUSTRALIA SOLAR FARM,EDP acquires 1.5GW renewables portfolio in Australia,Portuguese utility EDP through its subsidiary EDP Renewables (EDPR) has acquired Australian solar developer ITP Development.,https://www.pv-tech.org/edp-acquires-1-5gw-renewables-portfolio-in-australia/,Jan 30 2024
109,AUSTRALIA SOLAR FARM,EEW partners with Grupo COBRA Australia to develop a 200 MWdc Solar Farm plus 50MW BESS,LONDON March 21 2024 (GLOBE NEWSWIRE) -- EEW Eco Energy World (“EEW”) an independent global pure-play renewable energy projects developer has...,https://www.globenewswire.com/news-release/2024/03/21/2850289/0/en/EEW-partners-with-Grupo-COBRA-Australia-to-develop-a-200-MWdc-Solar-Farm-plus-50MW-BESS.html,2 weeks ago
110,AUSTRALIA SOLAR FARM,European Energy achieves financial close on Victorian solar farm,Danish renewables developer European Energy has started construction of what it expects will be its first operating solar farm in Australia where it is...,https://www.pv-magazine-australia.com/2024/03/06/european-energy-achieves-financial-close-on-victorian-solar-farm/,1 month ago
111,AUSTRALIA SOLAR FARM,Amazon and Vena Energy Announce 125 MW Solar Project in Queensland,Amazon and Vena Energy have announced the commercial operation of a new 125-megawatt (MW) renewable energy project in Woleebee Queensland.,https://www.renewableenergymagazine.com/pv_solar/amazon-and-vena-energy-announce-125-mw-20240216,1 month ago
112,AUSTRALIA SOLAR FARM,Australian renewable sector recorded ‘alarming’ slowdown in 2023 energy body finds,Clean Energy Council report details 'particularly poor' investment in large-scale plants but says rooftop solar and batteries are 'storming ahead',https://www.theguardian.com/environment/2024/mar/13/australian-renewable-sector-recorded-alarming-slowdown-in-2023-energy-body-finds,4 weeks ago
113,AUSTRALIA SOLAR FARM,60 MW Shady Creek Solar Farm wins development approval,Ireland-headquartered Elgin Energy Australia have announced approval from the Victorian government to develop the 60 MW Shady Creek Solar Farm and 60 MW...,https://www.pv-magazine-australia.com/2024/02/15/60-mw-shady-creek-solar-farm-wins-development-approval/,1 month ago
114,AUSTRALIA SOLAR FARM,APA powers up Australia's largest remote grid solar farm,Gas and electricity company APA Group has launched Australia's largest remote-grid solar farm announcing the official opening of the 88 MW Dugald River...,https://www.pv-magazine.com/2024/03/22/apa-powers-up-australias-largest-remote-grid-solar-farm/,2 weeks ago
115,AUSTRALIA SOLAR FARM,Nextracker and Orrcon Steel to Deliver Sovereign Capability in Australia,The first project scheduled to receive delivery of Australian made steel components from the facility is ACCIONA Energia's 480MWp Aldoga Solar Farm to be...,https://finance.yahoo.com/news/nextracker-orrcon-steel-deliver-sovereign-020000980.html,4 weeks ago
116,AUSTRALIA SOLAR FARM,Enel inks deal to acquire 1 GW wind and solar project,Enel Green Power Australia has boosted its renewables portfolio by striking a deal with Queensland-headquartered minerals explorer QEM to purchase what...,https://www.pv-magazine-australia.com/2024/01/15/enel-inks-deal-to-acquire-1-gw-wind-and-solar-project/,Jan 15 2024
117,AUSTRALIA SOLAR FARM,As the world heats up solar panels will degrade faster – especially in hot humid areas. What can we do?,To reach the goal of 82% renewable energy in Australia's grid by 2030 we'll need to build a lot more solar. But even as we accelerate the rate at which we...,https://theconversation.com/as-the-world-heats-up-solar-panels-will-degrade-faster-especially-in-hot-humid-areas-what-can-we-do-221990,1 month ago
118,AUSTRALIA SOLAR FARM,Investor group warns of revenue risk for PV farms in southwestern Australia,The Clean Energy Investor Group has warned that solar farms in southwestern New South Wales and northwestern Victoria could suffer from “large and...,https://www.pv-magazine.com/2024/01/22/investor-group-warns-of-revenue-risk-for-pv-farms-in-southwestern-australia/,Jan 22 2024
119,AUSTRALIA SOLAR FARM,NZ developer gets go-ahead for three new solar farms,New Zealand renewables developer Lodestone Energy has received planning consent for three new large-scale solar farms on the country's South Island as it...,https://www.pv-magazine-australia.com/2024/01/22/nz-developer-gets-go-ahead-for-three-new-solar-farms/,Jan 22 2024
120,AUSTRALIA SOLAR FARM,Worker injured in fire at South Australian solar farm,The Australian authorities launched an investigation after an inverter burst into flames at the 30 MW Mannum Stage 2 solar farm which is being developed...,https://www.pv-magazine.com/2024/01/15/worker-injured-in-fire-at-south-australian-solar-farm/,Jan 15 2024
121,AUSTRALIA SOLAR FARM,UQ start-up to help solar farms power on,A tech start-up from UQ is set to make efficiencies in the renewable energy sector by detecting faults in solar farm panels.,https://www.uq.edu.au/news/article/2024/02/uq-start-help-solar-farms-power,1 month ago
122,AUSTRALIA SOLAR FARM,New NT Defence solar projects deploy forecasting managing technology to achieve GPS,Energy forecasting and managing company Proa is rolling out its technology at two Northern Territory (NT) defence facility solar farms with positive...,https://www.pv-magazine-australia.com/2024/02/08/new-nt-defence-solar-projects-deploy-forecasting-managing-technology-to-achieve-gps/,Feb 8 2024
123,AUSTRALIA SOLAR FARM,Lightsource bp wins approval for 750 MW of solar 3000 MWh of storage in Australia,The Australian government has granted environmental approval for UK developer Lightsource bp to proceed with its plans to build Australia's largest solar...,https://www.pv-magazine.com/2024/03/27/lightsource-bp-wins-approval-for-750-mw-of-solar-3000-mwh-of-storage-in-australia/,2 weeks ago
124,AUSTRALIA SOLAR FARM,Glenrowan Solar Farm reaches full capacity in quick time,Less than 12 months after construction began in northern Victoria and the 102 MW Glenrowan Solar Farm has been completed and commissioned and is now...,https://www.pv-magazine-australia.com/2024/02/29/glenrowan-solar-farm-reaches-full-capacity-in-quick-time/,1 month ago
125,AUSTRALIA SOLAR FARM,Genex names EPC contractor for 775 MW solar project,Genex Power has tapped PCL Construction as its preferred engineering procurement and construction contractor for the up to 775 MW first stage of the Bulli...,https://www.pv-magazine-australia.com/2024/01/31/genex-names-epc-contractor-for-775-mw-solar-project/,Jan 31 2024
126,AUSTRALIA SOLAR FARM,Pilot Energy lodges plans for 375 MW solar farm in WA's mid-west,Oil and gas producer Pilot Energy has filed plans to build a 375 MWdc solar farm in Western Australia's mid-west as part of the company's longer-term...,https://www.pv-magazine-australia.com/2024/01/25/pilot-energy-lodges-plans-for-375-mw-solar-farm-in-was-mid-west/,Jan 25 2024
127,AUSTRALIA SOLAR FARM,Harmony syncs with First Renewables on 150 MW NZ solar farm,Renewable energy infrastructure developer Harmony Energy will team with New Zealand clean energy aspirant First Renewables to build what is expected to be...,https://www.pv-magazine-australia.com/2024/01/24/harmony-syncs-with-first-renewables-on-150-mw-nz-solar-farm/,Jan 24 2024
128,AUSTRALIA SOLAR FARM,Local council accommodates Iberdrola request for 360 MW Queensland solar farm,Spanish renewable energy company Iberdrola is pushing ahead with plans to build a 360 MW solar farm in regional Queensland after receiving local government...,https://www.pv-magazine-australia.com/2024/01/30/local-council-accommodates-iberdrola-request-for-360-mw-queensland-solar-farm/,Jan 30 2024
129,AUSTRALIA SOLAR FARM,Quality programs underway at Aldoga solar farm – pv magazine Australia,Acciona Energia's 380 MW Aldoga solar farm under-construction in Queensland has engaged Spanish-headquartered Enertis Applus to initiate quality programs.,https://www.pv-magazine-australia.com/2024/03/15/quality-programs-underway-at-aldoga-solar-farm/,3 weeks ago
130,AUSTRALIA SOLAR FARM,1.1 GW solar farm to power Rio Tinto's Gladstone aluminium operations,Miner Rio Tinto is set to lead the development of Australia's biggest solar power project near Gladstone. The company has committed to buying all...,https://www.miningweekly.com/article/11-gw-solar-farm-to-power-rio-tintos-gladstone-aluminium-operations-2024-01-24,Jan 24 2024
131,AUSTRALIA SOLAR FARM,Renewable projects are getting built faster – but there's even more need for speed,How long does it take to build a solar or wind farm? It's a simple question with wide implications. To reach our ambitious 82% renewable energy target by...,https://theconversation.com/renewable-projects-are-getting-built-faster-but-theres-even-more-need-for-speed-221874,Jan 30 2024
132,AUSTRALIA SOLAR FARM,Rio Tinto Spearheads Development of Australia's Largest Solar Farm in Gladstone,The solar farm located 50 km southwest of Gladstone aims to reduce Rio Tinto's carbon emissions by 1.8 million tonnes annually once approved and operational.,https://solarquarter.com/2024/01/24/rio-tinto-spearheads-development-of-australias-largest-solar-farm-in-gladstone/,Jan 24 2024
133,AUSTRALIA SOLAR FARM,Australian-backed solar farms completed in Papua New Guinea,During a state visit with Prime Minister Anthony Albanese in Canberra on Feb 8 Papua New Guinea (PNG) Prime Minister James Marape welcomed Australia's...,https://www.pv-magazine-australia.com/2024/02/13/australian-backed-solar-farms-completed-in-papua-new-guinea/,1 month ago
134,AUSTRALIA SOLAR FARM,Trina provides one-stop service for NZ solar farm,Trina Solar continues to cement its transition from PV panel manufacturer to a single supplier for solar projects having delivered both the modules and the...,https://www.pv-magazine-australia.com/2024/04/01/trina-provides-one-stop-service-for-nz-solar-farm/,1 week ago
135,AUSTRALIA SOLAR FARM,Australia's largest solar farm powers up Queensland,The Dugald River solar farm will power key mines in outback Queensland's North-West Minerals Province a region known to host one of the largest critical...,https://energycentral.com/news/australias-largest-solar-farm-powers-queensland,2 weeks ago
136,AUSTRALIA SOLAR FARM,Do we want a wind farm outside our window? What Australians think about the net zero transition,Australians want government to act on climate change but not necessarily now or in their neighbourhood. How can governments resolve this dilemma?,https://theconversation.com/do-we-want-a-wind-farm-outside-our-window-what-australians-think-about-the-net-zero-transition-214712,Jan 28 2024
137,AUSTRALIA SOLAR FARM,DNV provides lenders? technical advisory services on Munna Creek solar project,DNV has provided technical due diligence services to energy and industrial company Mytilineos for the Munna Creek solar project in Queensland Australia...,https://www.renewableenergymagazine.com/pv_solar/dnv-provides-lenders-technical-advisory-services-to-20240315,3 weeks ago
138,AUSTRALIA SOLAR FARM,Rio Tinto Signs 25-Year Deal to Buy all Power from Australia’s First Gigawatt-scale Solar Farm,Located approximately 50 kilometers from Gladstone the 1.1 GW Upper Calliope solar farm currently pending development and grid connection approvals is...,https://www.esgtoday.com/rio-tinto-signs-25-year-deal-to-buy-all-power-from-australias-first-gigawatt-scale-solar-farm/,Jan 24 2024
139,AUSTRALIA SOLAR FARM,ACEN teams with Marubeni on 400 MWh New England battery,ACEN Australia and Marubeni Asian Power Singapore have struck a deal to jointly develop a 200 MW / 400 MWh battery energy storage system alongside ACEN's...,https://www.pv-magazine-australia.com/2024/03/06/acen-teams-with-marubeni-on-400-mwh-new-england-battery/,1 month ago
140,AUSTRALIA SOLAR FARM,Rio Tinto signs Australia's biggest renewable power deal as it works to repower its Gladstone operations,Rio Tinto has signed Australia's largest renewable power purchase agreement (PPA) to date to supply its Gladstone operations in Queensland agreeing t.,https://www.businesswire.com/news/home/20240220665071/en/Rio-Tinto-signs-Australia%E2%80%99s-biggest-renewable-power-deal-as-it-works-to-repower-its-Gladstone-operations,1 month ago
141,AUSTRALIA SOLAR FARM,Trina Solar Leads the Charge: Addressing the Escalating Demand for Renewable Energy Solutions in Australia's ...,Trina Solar a prominent global provider of smart PV and energy storage solutions is experiencing a surge in demand for solar solutions across diverse...,https://solarquarter.com/2024/03/05/trina-solar-leads-the-charge-addressing-the-escalating-demand-for-renewable-energy-solutions-in-australias-evolving-landscape/,1 month ago
142,AUSTRALIA SOLAR FARM,Solar farm overview,Council is Australia's first local government to offset its entire electricity consumption from renewable energy generated at the 15MW Sunshine Coast Solar...,https://www.sunshinecoast.qld.gov.au/Environment/Sunshine-Coast-Solar-Farm/Solar-Farm-Overview,1 month ago
143,AUSTRALIA SOLAR FARM,Solar farm in NSW central west to power 200000 homes,The federal government has ticked off on a plan to build a 840MW solar farm in the NSW central west ultimately powering 200000 homes in the state.,https://nz.news.yahoo.com/solar-farm-nsw-central-west-210657202.html,2 weeks ago
144,AUSTRALIA SOLAR FARM,RWE starts construction of its first UK solar farms,RWE has taken a major step towards the realisation of its first solar farms in the UK with seven projects representing 330 megawatts (MW) of new...,https://www.rwe.com/en/press/rwe-renewables-europe-australia/2024-03-13-rwe-starts-construction-of-its-first-uk-solar-farms/,4 weeks ago
145,AUSTRALIA SOLAR FARM,Commissioning process spoils improvements in solar project timelines,Australia's energy transition risks falling behind with a new report showing that the time required to plan build and commission a large-scale solar farm...,https://www.pv-magazine-australia.com/2024/02/02/commissioning-process-spoils-improvements-in-solar-project-timelines/,Feb 2 2024
146,AUSTRALIA SOLAR FARM,UQ start-up tips all-in-one O&M system to save solar farms millions,A Queensland tech start-up says it has developed an AI-based all-in-one solar farm operation and maintenance system that promises to boost the reliability...,https://www.pv-magazine-australia.com/2024/03/12/uq-start-up-tips-all-in-one-om-system-to-save-solar-farms-millions/,4 weeks ago
147,AUSTRALIA SOLAR FARM,Amazon & Vena Energy inaugurates Queensland's first solar farm,Amazon and Vena Energy launch a 125MW solar farm in Queensland the first Amazon renewable energy project in the state.,https://channellife.com.au/story/amazon-vena-energy-inaugurates-queensland-s-first-solar-farm,Feb 12 2024
148,AUSTRALIA SOLAR FARM,Lightyears lands new funds for trio of community-scale solar farms,New Zealand renewables developer Lightyears Solar has announced it will roll out three new community-scale PV farms with a combined capacity of 18 MW after...,https://www.pv-magazine-australia.com/2024/04/02/lightyears-lands-new-funds-for-trio-of-community-scale-solar-farms/,1 week ago
149,AUSTRALIA SOLAR FARM,European Energy turns sod on 56-MW solar park in Australia,Danish renewables developer European Energy A/S said today it has kicked off the construction of its first project in Australia set to create a 56-MW solar...,https://renewablesnow.com/news/european-energy-turns-sod-on-56-mw-solar-park-in-australia-850499/,1 month ago
150,AUSTRALIA SOLAR FARM,European Energy reaches financial close on first Australia solar project,European Energy which this year signed a contract to build what will be the biggest solar project on Australia's main grid says it has reached financial...,https://reneweconomy.com.au/european-energy-reaches-financial-close-on-first-solar-project/,1 month ago
151,AUSTRALIA SOLAR FARM,Rio Tinto to Buy All Electricity from Australia Solar Farm for Gladstone Operations,Rio Tinto the world's second largest metals and mining corporation has agreed to buy all electricity from Australia's largest solar power project...,https://www.environmentenergyleader.com/2024/01/rio-tinto-to-buy-all-electricity-from-australia-solar-farm-for-gladstone-operations/,Jan 25 2024
152,AUSTRALIA SOLAR FARM,Rio Tinto to buy all electricity from European Energy's planned solar project near Gladstone,If the Upper Calliope Solar Farm in central Queensland is approved mining giant Rio Tinto will use the electricity generated to power its operations in...,https://www.abc.net.au/news/2024-01-24/rio-tinto-solar-agreement-european-energy-calliope-queensland/103384164,Jan 23 2024
153,AUSTRALIA SOLAR FARM,NT government flags possibility of buying idle solar farms from private operators amid renewable energy push,Northern Territory Chief Minister Eva Lawler says her government remains open to purchasing solar farms from private operators but has refused to detail...,https://www.abc.net.au/news/2024-03-05/nt-government-flags-buying-solar-farms-amid-renewables-push/103548406,1 month ago
154,AUSTRALIA SOLAR FARM,Elgin Energy cleared to build 60-MW solar park in Victoria,British solar and storage developer Elgin Energy has secured development approval for a 60-MW solar project with co-located battery energy storage system (,https://renewablesnow.com/news/elgin-energy-cleared-to-build-60-mw-solar-park-in-victoria-848623/,1 month ago
155,AUSTRALIA SOLAR FARM,Newstead powers towards 100% renewables with 3 MW solar farm,The central Victorian community of Newstead is one step closer to seeing its solar farm dream realised with gen-tailer Flow Power announcing that it has...,https://www.pv-magazine-australia.com/2024/03/11/newstead-powers-towards-100-renewables-with-3-mw-solar-farm/,1 month ago
156,AUSTRALIA SOLAR FARM,European Energy signs 1.3GWp Oz solar PPA,European Energy has taken a significant step towards realising Australia's largest solar farm by signing a PPA with global mining and materials company Rio...,https://renews.biz/90781/european-energy-signs-13gwp-oz-solar-ppa/,Jan 24 2024
157,AUSTRALIA SOLAR FARM,X-Elio strikes million-dollar deal with NSW council,Spain-headquartered renewables company X-Elio has committed to make a $1 million community contribution as part of its plans to develop a 90 MW solar farm...,https://www.pv-magazine-australia.com/2024/02/27/x-elio-strikes-million-dollar-deal-with-nsw-council/,1 month ago
158,AUSTRALIA SOLAR FARM,Dugald River Solar Farm begins powering outback Queensland mining amid growing demand for green energy,A solar farm with the power to service 90000 homes has switched on in outback Queensland — powering one of the richest mining regions in the world.,https://www.abc.net.au/news/2024-03-21/australia-s-largest-remote-solar-power-farm-switches-on/103609856,3 weeks ago
159,AUSTRALIA SOLAR FARM,FRV and Genesis secures finance for largest solar farm in New Zealand,Growth of utility-scale solar in New Zealand receives much-needed boost after financial close reached on what will be the country's largest solar farm to...,https://reneweconomy.com.au/frv-and-genesis-secures-finance-for-largest-solar-farm-in-new-zealand/,Jan 23 2024
160,AUSTRALIA SOLAR FARM,Solar farms face “large unpredictable” revenue swings as marginal loss factors strike again,"Clean Energy Investor Group warns solar projects in parts of NSW and Victoria face big hits to revenue as ""old issues around MLFs come back to haunt the...",https://reneweconomy.com.au/solar-farms-face-large-and-unpredictable-revenue-swings-as-mlfs-strike-again/,Jan 19 2024
161,AUSTRALIA SOLAR FARM,Climate Capital achieves Tasmanian first with large-scale solar,The largest solar farm yet built in Tasmania is now online with developer and asset owner Climate Capital confirming that its 4.95 MW Bell Bay Solar Farm is...,https://www.pv-magazine-australia.com/2024/01/17/climate-capital-achieves-tasmanian-first-with-large-scale-solar/,Jan 17 2024
162,AUSTRALIA SOLAR FARM,Rio Tinto signs contract for Australian grid's first gigawatt scale solar project,Rio Tinto signs contract to buy all the output for what will be the biggest solar project on Australia's main grid and will help power its smelters and...,https://reneweconomy.com.au/rio-tinto-signs-contract-for-australian-grids-first-gigawatt-scale-solar-project/,Jan 23 2024
163,AUSTRALIA SOLAR FARM,New joint venture targets 2 GW solar and storage build-out,Hong Kong-based private equity firm Gaw Capital Partners has teamed with Asian energy storage business BW ESS in a renewable energy venture that intends to...,https://www.pv-magazine-australia.com/2024/01/25/new-joint-venture-targets-2-gw-solar-and-storage-build-out/,Jan 25 2024
164,AUSTRALIA SOLAR FARM,New solar farm opens at RAAF Base Darwin,The 3.2-megawatt system solar farm operated and maintained by Assure Energy is expected to deliver up to 40 per cent of the Australian Defence Force base's...,https://australianaviation.com.au/2024/02/new-solar-farm-opens-at-raaf-base-darwin/,Feb 6 2024
165,AUSTRALIA SOLAR FARM,Metis inks power purchase deal for first Australian solar project,Singapore-headquartered renewable energy infrastructure developer Metis Energy has locked in a renewables supply contract for its first major Australian...,https://www.pv-magazine-australia.com/2024/04/02/metris-inks-power-purchase-deal-for-first-australian-solar-project/,6 days ago
166,AUSTRALIA SOLAR FARM,Elgin gets go-ahead for Glanmire solar and storage project,Elgin Energy's Glanmire solar farm and battery energy storage system planned for the New South Wales Central Tablelands region has been given the tick of...,https://www.pv-magazine-australia.com/2024/02/01/elgin-gets-go-ahead-for-glanmire-solar-and-storage-project/,Feb 1 2024
167,AUSTRALIA SOLAR FARM,VH Global buys two solar-storage projects in Australia for USD 21m,Renewables investor VH Global Sustainable Energy Opportunities plc (LON:GSEO) said today that it will invest GBP 16.9 million (USD 21.3m/EUR 19.7m) to buy.,https://renewablesnow.com/news/vh-global-buys-two-solar-storage-projects-in-australia-for-usd-21m-853096/,1 week ago
168,AUSTRALIA SOLAR FARM,NSW home to 15 of top 20 performing solar farms in March,Solar farms in New South Wales led the way for Australia's utility scale PV energy output in a record-breaking month of March generating 670 GWh of clean...,https://www.pv-magazine-australia.com/2024/04/05/nsw-home-to-15-of-top-20-performing-solar-farms-in-march/,3 days ago
169,AUSTRALIA SOLAR FARM,Australia: Construction start for solar park of European Energy,European Energy has started construction on a 56 MW solar farm in Australia which is set to be the company's first operating project in Australia.,https://www.pveurope.eu/solar-parks/solar-projects-australia-construction-start-solar-park-european-energy,6 days ago
170,AUSTRALIA SOLAR FARM,Financing - Australia's largest corporate solar PPA signed,A large Power Purchase Agreement (PPA) has been signed between European Energy and Rio Tinto. The long-term agreement ensures that all the energy from.,https://www.pveurope.eu/financing/financing-australias-largest-corporate-solar-ppa-signed,Jan 26 2024
171,AUSTRALIA SOLAR FARM,AirTrunk ib vogt sign virtual PPA for 29.9 MW of solar in Malaysia,Data center specialist AirTrunk has signed a virtual power purchase agreement (VPPA) under which it will procure energy from a 29.99 MW solar farm that ib...,https://www.pv-magazine-australia.com/2024/02/13/airtrunk-ib-vogt-sign-virtual-ppa-for-29-9-mw-of-solar-in-malaysia/,1 month ago
172,AUSTRALIA SOLAR FARM,ACEN lands loan to boost renewables expansion in Australia,Philippines-based energy company ACEN Corporation has secured a $150 million funding package that will bolster its plans to deliver a 9 GW portfolio of...,https://www.pv-magazine-australia.com/2024/02/29/acen-lands-loan-to-boost-renewables-expansion-in-australia/,1 month ago
173,AUSTRALIA SOLAR FARM,Hail cripples massive solar farm sparking concerns over 'green' tech,An onslaught of hail in southeastern Texas that destroyed large portions of a massive solar farm is highlighting the perils of trading traditional power...,https://www.skynews.com.au/business/hail-cripples-massive-solar-farm-in-texas-sparking-resident-concern-over-vulnerable-green-tech-chemical-leaks/news-story/2f3328bd02c6532959f66fc3ef2491d8,1 week ago
174,AUSTRALIA SOLAR FARM,Solar farms,We're building solar farms at our treatment plants powering our operations with renewable energy. Better for Melbourne and our planet.,https://www.melbournewater.com.au/water-and-environment/energy/solar-farms,1 month ago
175,AUSTRALIA SOLAR FARM,Solar farm and big battery approved after increasing setbacks protecting sheep grazing,Solar farm and big battery proposed on farming land in NSW win planning approval after agreeing to extend set-backs and preserving the site for current and...,https://reneweconomy.com.au/solar-farm-and-big-battery-approved-after-increasing-setbacks-protecting-sheep-grazing/,Jan 30 2024
176,AUSTRALIA SOLAR FARM,Trina Solar Navigates Australia's Rising Demand For Renewable Energy Solutions,Trina Solar a global leader in smart PV and energy storage solutions is witnessing strong demand for solar solutions across various sectors in Australia.,https://solarquarter.com/2024/03/05/trina-solar-navigates-australias-rising-demand-for-renewable-energy-solutions/,1 month ago
177,AUSTRALIA SOLAR FARM,RWE and PPC to accelerate Greek energy transition by building solar projects with nearly 1 gigawatt capacity,Investment decisions made for construction of one additional photovoltaic project with 450 MWp /432 MWac in Western Macedonia; Start of construction...,https://www.rwe.com/en/press/rwe-renewables-europe-australia/2024-02-08-rwe-and-ppc-to-accelerate-greek-energy-transition/,Feb 8 2024
178,AUSTRALIA SOLAR FARM,Land agency says renewables target driving 'huge' demand,With renewable energy capacity in Australia expected to at least double over the next six years the search for land to host solar wind and energy storage...,https://www.pv-magazine-australia.com/2024/04/08/land-agency-says-renewables-target-driving-huge-demand/,21 hours ago
179,AUSTRALIA SOLAR FARM,Lawler talks of ray of sunshine for idle NT solar farms,Three sleeping solar farm beauties in the Top End may receive the kiss of life with Northern Territory Chief Minister Eva Lawler indicating the government...,https://www.pv-magazine-australia.com/2024/04/08/lawler-talks-of-ray-of-sunshine-for-idle-nt-solar-farms/,1 day ago
180,AUSTRALIA BESS,Australia: Former CEFC chief heads BESS platform with claimed 1.6GW development pipeline,A new grid-scale battery storage development platform has launched in Australia with former CEO of the CEFC as its chairman.,https://www.energy-storage.news/australia-former-cefc-chief-heads-bess-platform-with-claimed-1-6gw-development-pipeline/,Jan 24 2024
181,AUSTRALIA BESS,ACE Power gets connection approvals for 303 MW of BESS in Australia,Aussie renewable energy developer ACE Power has secured grid-connection agreements with the Australian Energy Market Operator (AEMO) for two battery energy.,https://renewablesnow.com/news/ace-power-gets-connection-approvals-for-303-mw-of-bess-in-australia-846659/,Jan 26 2024
182,AUSTRALIA BESS,EDPR expands presence into Australia | EDP Renováveis,To fully enact its strategy and commitment to the market the company has acquired the local renewables company ITP Development (ITPD).,https://www.edpr.com/en/news/2024/01/29/edpr-expands-presence-australia,Jan 29 2024
183,AUSTRALIA BESS,Origin Energy approves 300MW battery storage project in Australia,Origin Energy approved the construction of a 300MW battery energy storage system project at Mortlake power station in Victoria Australia.,https://www.power-technology.com/news/origin-approves-battery-project-australia/,Jan 29 2024
184,AUSTRALIA BESS,Stonepeak Funds ZEN Energy to Add Second Largest Battery to South Australia's Electricity Network,ZEN Energy (“ZEN” or “the Company”) has successfully signed definitive documentation to secure funding from Stonepeak to facilitate the construction o.,https://www.businesswire.com/news/home/20240318921034/en/Stonepeak-Funds-ZEN-Energy-to-Add-Second-Largest-Battery-to-South-Australia%E2%80%99s-Electricity-Network,3 weeks ago
